Product_name,product_id,User,,Review_title,Review_description,Rating,Dates
"California Gold Nutrition EuroHerbs™, Passion Flower Extract,  Euromed Quality, 250 mg, 60 Veggie Capsules",686039781,1Life1Love1Destiny,,Calming,I've noticed I'm much calmer and more relaxed while taking this combined with Ashwaganda (Relaxer) and lemon balm extract (relaxer) as separate products but consumed together. Anxiety and other negative factors went down.,5/5,3/8/2024
"California Gold Nutrition EuroHerbs™, Passion Flower Extract,  Euromed Quality, 250 mg, 60 Veggie Capsules",686039781,iHerb Customer,,Stress support,"I've been dealing with occasional anxiety and trouble sleeping for quite some time, and I've tried various supplements to help manage it. California Gold Nutrition Passion Flower capsules have been a game changer for me. I was initially skeptical, but after doing some research on the benefits of passion flower for relaxation and sleep, I decided to give it a try. I'm so glad I did! These capsules have helped me feel calmer during the day and have significantly improved the quality of my sleep. I no longer toss and turn for hours before finally falling asleep. Instead, I'm able to drift off more easily and wake up feeling refreshed in the morning. Plus, I appreciate that these capsules are made with European quality passion flower and are free of unnecessary additives. If you're struggling with anxiety or sleep issues, I highly recommend giving California Gold Nutrition Passion Flower capsules a try",5/5,3/9/2024
"California Gold Nutrition EuroHerbs™, Passion Flower Extract,  Euromed Quality, 250 mg, 60 Veggie Capsules",686039781,YA3LLA,,Fantastic,"Thank you iHerb for making this high quality product available in Western Europe for such an affordable price!
This supplement has really helped me dealing with some anxiety issues and improving my mental balance, without making me drowsy or emotionally flattened — or causing any other side effects. Hopefully I won't need them very much longer, but if so I will definitely buy again.",5/5,3/10/2024
"California Gold Nutrition EuroHerbs™, Passion Flower Extract,  Euromed Quality, 250 mg, 60 Veggie Capsules",686039781,iHerbCustomer,,Excellent!,"California Gold Nutrition Passion Flower EuroHerbs provides a convenient and high-quality way to incorporate passion flower into your wellness routine. Here's a concise  based on the provided specifications:

- **Quality**: California Gold Nutrition is reputable for offering high-quality supplements, ensuring that the passion flower extract in this product meets stringent quality standards.

- **Ingredient**: Passion flower is a botanical known for its calming and soothing properties. It has been traditionally used to promote relaxation, ease stress, and support healthy sleep patterns.

- **Dosage**: Each veggie capsule contains 250 mg of passion flower extract, providing a standardized dosage for consistent benefits. This dosage is suitable for most individuals and allows for easy adjustment as needed.

- **Package**: The product comes in a bottle containing 60 veggie capsules, providing a convenient supply for daily use. The packaging is designed to maintain the potency and freshness of the passion flower extract.

- **EuroHerbs**: The EuroHerbs designation indicates that the passion flower extract used in this product is sourced from European suppliers known for their quality and expertise in herbal extracts.

- **Benefits**: Passion flower is commonly used to promote relaxation, reduce anxiety, and support healthy sleep. It may help calm the mind and body, making it ideal for managing stress and promoting overall well-being.

- **Veggie Capsules**: The use of veggie capsules makes this product suitable for vegetarians and individuals with dietary restrictions. Veggie capsules are also easy to swallow and digest.

In summary, California Gold Nutrition Passion Flower EuroHerbs offers a reliable and effective way to incorporate passion flower into your daily routine, potentially promoting relaxation, stress relief, and restful sleep. As always, consult with a healthcare professional before starting any new supplement regimen, especially if you have any underlying health conditions or are taking medications.",5/5,3/11/2024
"California Gold Nutrition EuroHerbs™, Passion Flower Extract,  Euromed Quality, 250 mg, 60 Veggie Capsules",686039781,iHerb Customer,,passion flower,I have taken this for relaxation and it has helped with sleep.  The quality is the best out there and the price makes it well worth it.  Iherb brands are consistent and tested for impurities. The fact that it's from Europe and not somewhere questionable makes it easy to trust the quality.  Passion flower is high on the list of favourite herbs!,5/5,3/12/2024
Best Botanicals Passion Flower Extract 1 oz.,,,,,,/,3/13/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerbCustomer,,Passionflower Bulk Herb,I always buy in this convenient 1 lb size due to the large amounts of tea I make. There is no caffeine in this herbal tea and it is great to help me relax. I use it twice a day for my anxiety.,5/5,3/14/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,Goegleir001,,Passionflower,Love love love this product! Fabulous for stress and anxiety.  Don't know what I'd do without it.  I smoke it and eat it. Quality is fantastic along with the price. Supplements of this nature are superb in that it's actually the plant and flowers cut and sifted for quality.,5/5,3/15/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Great Value.,The size of these bags is great. How much of the quality ingredients you get at once..  buying your tea ingredients in bulk is just 100% the way to go. We add about 2 tablespoons per serving to our nightly tea blends for that relaxing benefit. Definitely caffeine free! Not a resealable package.,5/5,3/16/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,LIAlleyCat,,Helps me sleep,"My doctor suggested using passion flower to help me stay asleep, which I've been having issues with for years.   This definitely helped!  The flavor isn't the greatest, so I may mix it with other teas that I usually have in the evenings.  Highly recommend it for those who like tea and are having perimenopausal sleep disturbances.",5/5,3/17/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Must have for anxiety,This herb is a must have for anxiety. It is very calming. It has a very earthy taste so it's best to mix with something like chamomile or peppermint when using as a tea. We use as teas and tinctures mixed with other herbs and it is absolutely amazing. Has great benefits. Will definitely purchase again.,5/5,3/18/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb customer,,Nice!,Huge back of passionflower. It is decent quality and a good price. Drink it as a tea to help with sleep.,5/5,3/19/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,passion flower herbal tea,big size package of dried passion flower herb. value for money. used for brewing tea in the evenings to wind down and calm the nerves. has earthy and flowery body taste. good option to serve guests in the evening as non-caffeine option. quality of ingredients is not bad. alternative to camomile tea.,5/4,3/20/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Recommended,Good quality herbs. I use it on its own or as a blend with other herbs. I just haven't had and noticeable calming results.,5/4,3/21/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,not a fan,does not seem to help with sleep   I have shared with a few others to make sure it wasn't me.  We all agreed it did nothing  to help us sleep.  In fact I was up all night,5/3,3/22/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Supposed to make one drowsy,Passion flower tea is supposed to help relax you and make you drowsy. I bought this to aid my night time before bed sleep ritual so I can have a more restful slumber without resorting to pills. Can't say I noticed any difference whether I take this or not.,5/3,3/23/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Well Boxed Up,Fast and efficient thank you,5/5,3/24/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Perfection,"Fabulous quality and amount for an amazing price, will be re-purchasing!",5/5,3/25/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,not sure,it is my first passion flower herb and it doesn`t seem to have much flavor or taste.,5/3,3/26/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Sleep helper,This is a good tea before bed. This brand is great quality.,5/5,3/27/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,For relaxing,"Great product to help relax, also gives alot of virility!",5/5,3/28/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Doesn't work for me,Simply doesn't seem to help me sleep better.,5/1,3/29/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Natures relaxer,"I LOVE passionflower. If you need a little nervous system soothing, this is a fabulous herb to add to your herbal tea mix. Huge bag and amazing quality. Highly recommend.",5/5,3/30/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Great in sleep tea blend,Love making my own sleep tea blend and having so many bulk options on iHerb makes this both flexible and better value than buying pre-mixed tea bags.,5/5,3/31/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Excellent!,I love making homemade tea blends and this was the perfect addition! The brand is great quality!,5/5,4/1/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Good price,Better price than some places and seemed fresh and had good small. Use for tea and bath products,5/5,4/2/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Excellent!,very good herbal tea ingredient large amount for the price .,5/5,4/3/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Great herbal tea,Love this passion flower herbal tea. I mix it with other relaxing herbs for a great nights sleep!,5/5,4/4/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,For sleep,"This product is amazing, way better than melatonin or chamomile, highly recommended.",5/5,4/5/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Good quality,I use it for my stress blends and also my immune blends.,5/5,4/6/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Good quality,"Large quantity, fresh and strong. No impurities.  Will last long time. Good packaging.",5/5,4/7/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Good,not the best tea flavor but i still enjoy it in the evening with other herbs,5/4,4/8/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb customer,,Good Quality Passion Flower,Frontier Co-op Cut &amp; Sifted Passion Flower is an easy way to add passion flower tea as needed.,5/5,4/9/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Curious flavor,"I was surprised by the spicy flavor. Pairs well with the nettle, oat straw grass and green tea.",5/4,4/10/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Stinks but works,Make my own calm tea using this and lemon balm every night. Huge bag given how little you need. Packaging sucks since can't reseal it,5/5,4/11/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Excellent!,The quality was great and served the purpose. It was fresh and did not look like sweepings like some products that claim to be leaves,5/5,4/12/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerbCustomer,,Excellent!,Passion flower tea is really helpful for relaxation and to help you fall asleep. I like that it's caffeine free.,5/5,4/13/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Passion Flower herb for tea,"I make a tea blend with chamomile, passionflower and lemongrass.   The tea puts me at ease and helps with sleep.",5/5,4/14/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Good,Trying for first time in tea form for relaxation/sleep aid in evening.  Helps to add a bit of fresh lemon juice.,5/4,4/15/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerbCustomer,,Very Happy,The quality is very good and I am very happy with this product as the herb is very potent. It also is a very poor tasting tea and quite bitter.,5/5,4/16/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,Memepodesta,,sleepy time tea,"A wonderful night tea to help for a more peaceful rest.  Fruity and fragrant . A BIG bag of fresh, quality herbs.",5/5,4/17/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Excellent Quality,"This is an incredible deal for passionflower. I usually use this herb fresh, but for tea I use it dried.",5/5,4/18/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Recommended,Good quality herbs. I use it on its own or as a blend with other herbs. I just haven't had and noticeable calming results.,5/4,4/19/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,OK,I don't really like it's taste but it's good for relaxing from anxiety so I add it to my tea blends.,5/4,4/20/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb customer,,Love it,"This stuff is great. Tastes really nice, the bag is hugggeee and it makes me feel calm and relaxed. Would repurchase.",5/5,4/21/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Makes delicious tea,"I am not going to rave about Frontier, their product is always exceptional quality. This one is not an exception. The bag is big and flowers are not over dry. I was taken aback first, because I expected flowers, but it is more like sifted grass.  The tea has mild taste and relaxing. I like it a lot.",5/5,4/22/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Chillax and rest easy,"This is such an effective tea to settle me down and really bring things down to earth. It's a great fog lifter from the stress of the day and a nice way to really mellow me out. The flavor by itself is something to get used to, but I've found most things like this just become its own thing after a while. It's like once you start drinking black coffee no sugar. Once you get over the hump, you can start to appreciate other flavors you never noticed before. Some of the foreign flavors in Passion Flower are ok once you get to know them. Also, I mix it with something I enjoy too. It all depends. Good stuff!",5/5,4/23/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb customer,,Lovely!,You will get a generous amount for the price of this herb. Excellent for sleep!,5/5,4/24/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerbCustomer,,Excellent!,Not yet used but i love the size and packaging.. i like the benefits also,5/5,4/25/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb customer,,Huge bag!,Huge bag of quality leaves! Very happy customer. Thank you!,5/5,4/26/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Not satisfied,"there are no flowers there, just cut leaves and stocks. There were some cut insects inside too. It is not as strong as capsules.",5/1,4/27/2024
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,,Great!,A lot bigger than I expected! probably will expire before I even finish it,5/5,4/28/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Noelia,,,Very well packaged.  Plant was in ver good condition upon arrival.,5/5,4/29/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Patricia,,Unhappy costumer,I will never order from here again it took over a month to get my plants after several and I mean several e mails and when they did arrive one was dead and the other was in shech bad shape I'm sure it's not going to survive so I do not recommend ordering from here,5/1,4/30/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Susan,,I need help.  Thx.,"This passion plant arrived broken.  I attempted to replant both pieces but they are just turning yellow. 

Can I get a replacement passion plant and how do I do that.  This plant was so tiny  and puny I don't think it would have lived even if it had not been broken. 
The dragon fruit plant I ordered at the same time looks good and healthy.
I want a passion plant with edible fruit.

I would greatly appreciate your help",5/1,5/1/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Cherilyn,,Not the right flower,2 1/2 months wait for the flower to bloom to discover not even a lady margaret. this is a white passion flower. Im a gardener who already has passion vines and bought this for the sole purpose of replacing my red lady margaret. super disappointed. I could have bought this color at any garden center if I wanted. now back to my search for a red passion flower.,5/1,5/2/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,shoshana,,Extremely unhappy,"didn't provide what is written on the description of what Walmart is selling. I purchased a stater plant in a  4” pot. I received a flat box shipped from NC to FL with a 10” plant in a fist of dirt, wrapped in plastic and taped closed. The instructions aren't specific for the plant either. Very disappointed and was charged TOO much $ for this!",5/1,5/3/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Alisha,,good luck!,"after waiting forever to get.  It didn't grow at all!! I am an avid gardener, have grown many varieties of passion flowers and this plant did nothing. I'm also curious if I even recieved this passion flower because its leaves looked nothing like others!!",5/1,5/4/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Roberta,,Never order from them again,"4 "" pot had a 3 "" plant in it. Arrived with broken stem. Died in 3 days. Had to fight for two weeks to get a dead plant for only $9.98 plus $5.99 shipping. Disgraceful.",5/1,5/5/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Debbie,,,I wanted to return it because it came looking sickly but have received no reply.,5/1,5/6/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Christine,,,"The order was a month late. No reply form vendor just arrived yesterday 7 /25.
The plant was not harmed seems to be in good condition.",5/1,5/7/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,gneeb,,Unhappy,5 blotchy leaves some were caught in tape. Ordered this April 14. Arrived May 26,5/1,5/8/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,lisa,,Traveling Insects!,"I bought this beautiful flower to add color to my indoor plants and for the name of it. My mom's name is Margaret and she passed a year ago. So, this plant is more special. The shipping was ok. But when I opened it I was rather shocked. Over half the leaves were eating. I have a phone app. and it diagnosed it as having insects. So, now I'm treating it for that and I have to keep it isolated from my others so they don't get eaten...  I have 30 days to see if I can rescue Margaret.",5/2,5/9/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Teresa,,Kind of a joke. Sad tiny plant.,"Very tiny. Only a few 1/2 leaves. Looks like it was clipped off a vine and planted. Hopefully I can help it come alive. Very disappointed. I will say it was packaged very well, just a poor plant to begin with. I won't be ordering again.",5/1,5/10/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Rufa,,Puny,"It arrived as a puny plant with half of its leaves chewed by something.
I've planted it a pot and will keep it away from my other plants. Hope it does ok.",5/1,5/11/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Jane,,,It was packed well but the plant is missing parts of its leaves. I couldnt find any bugs so they sent it looking like this. It was a gift for a lady named Margaret. She knew it was coming. It was very embarrassing. $15.00 for this. Never again.,5/1,5/12/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,WEEDING,,,"When I received this plant, it was basically dead, on it's last root.  I contacted them a couple days ago, but I haven't heard anything yet",5/1,5/13/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Gama,,"It arrived great, is still doing great .",Arrived in great shape &amp;sits doing good so far .,5/5,5/14/2024
"9GreenBox - Lady Margaret Passion Flower - 4"" Pot",122632005,Sandie,,Healthy plant,It came quickly and looked very healthy. Can't wait til it blooms.,5/5,5/15/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,KC,,Excellent Efficacy,"I have tried this and the Traditional Medicinals Nighty Night Extra. While the one with valerian has no effect, this works amazingly well. When laying down, thirty minutes after having a cup I am drowsy enough to turn off my brain and quickly fall asleep. The negative is that drinking an extra cup or two means there is an inevitable midnight trip to the restroom, however I am able to fall back asleep fairly swiftly…especially if, after drinking a cup at bedtime, I allow the used bag to steep in cool water and drink that when I get up in the night.",5/5,5/16/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Walmart Customer,,Deeper Sleep,Drinking this tea at bedtime is providing me a much deeper sleep than I have gotten in a long time. I still take a long time to get to sleep but once there I have more REM and deep sleep.,5/5,5/17/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,CMMB,,Nice tea for relaxing,"My husband and I have a cup of Nighty Night every night before bed, and we are not tea drinkers. But we find it helps us relax and fall asleep quicker. Nice taste also, just needs a bit of sweetener.",5/5,5/18/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Lara,,one of my favorites,"I used to buy this tea at vitamins shops because I love the aroma, its digestive and calming effect at night. Now I can purchase same product at a fraction of price here.",5/5,5/19/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,cricket,,Relaxing Tea,I got this for my brother hoping it would help him fall asleep better . He is a vet and has problems. He really likes this tea and says it helps him. So glad I found it! Usually he drinks 2 or 3 cups he says it relaxes him.,5/5,5/20/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Tropics,,Deeper Sleep,Drinking this tea at bedtime is providing me a much deeper sleep than I have gotten in a long time. I still take a long time to get to sleep but once there I have more REM and deep sleep.,5/5,5/21/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Beckster62,,Very effective product,"I've bought this tea on several occasions iver the years. It's best to drink 2 cups in the evening.  If you don't like the taste, let ot cool and drink quickly.  It's calming without too much sedation.  Recommend.",5/5,5/22/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Breeandfree,,Just ok,I find this tea very bland. I have to use two bags and stevia to drink it and I don't find it makes me sleepy. I prefer to yogi bedtime and yogi caramel bedtime teas to this one.,5/3,5/23/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Dan,,Terrable,Came crushed broken can't us unsafe. Would like to send pictures to you.,5/1,5/24/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Findbetter,,Does nothing,I tried it every night until it was finished. Others in my home did as well. Did not work in the slightest,5/1,5/25/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Beckster62,,Very effective product,"I've bought this tea on several occasions iver the years. It's best to drink 2 cups in the evening.  If you don't like the taste, let ot cool and drink quickly.  It's calming without too much sedation.  Recommend.",5/5,5/26/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,VTbuyer,,Tastes great and it's very calming,I've been drinking this tea for years it tastes really good and it's just the thing to relax you after a long stressful day,5/5,5/27/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Rm,,Helps fall asleep,This tea worked wonders. I had trouble falling asleep and had tried so many different brands. Finally this one worked and I could fall asleep easily,5/5,5/28/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,beWELL,,Sleep time,"We have been using this for years and swear it helps with sleep and it takes plan no weird after taste, just plain tea and the price is awesome!",5/5,5/29/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,Megsoshane,,,I love this tea for my nightly relaxation ritual!,5/5,5/30/2024
"Traditional Medicinals, Organic Nighty Night, Tea Bags, 16 Count",209982940,AngieR,,A very good tea,This is my favorite night time tea. Has a very good and soothing flavor.,5/5,5/31/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,AinPGH,,This is the best,"This is the best passionflower I have encountered and I have taken countless kinds, made my own tinctures, and used many forms. This one is alcohol free, cheap, and potent. It helps calm my nerves and helps me sleep.The only negative is I wish it came in larger bottles. Since I take it every day it creates more waste than I'd like.",5/5,6/1/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,Bizhiw,,Superb!,I am so glad that there are liquid extracts that are alcohol free! I live a sober life and have for 6 plus years! I only purchase products that have no alcohol. Swanson's carries these products. You can also get liquid Stevia extract that is alcohol free. Superb!I take this about a half hour before I sleep and it works wonders. If I have a stressful day I may take two droppers full before I sleep. Not at the same time of course but within a few hours of each other. I love Passion Flower!,5/5,6/2/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,FitDoc1,,THE RIGHT STUFF,"None of the wrong stuff: No alcohol, and No sugar. To me, this is of primary importance in every liquid product I use. If those additives / ingredients are present, it's a deal-breaker with me for that product. I will only use the real thing, pure and natural, and unadulterated. This Swanson Premium Passion Flower Liquid Extract qualifies as THE RIGHT STUFF. 

Good-old Herbs have been around since the beginning of time. I use a lot of herbs, and I want the real deal. Top Quality, Certified Purity and Potency, with Efficacy beyond question. You all know what Passion Flower is for, otherwise you wouldn't be checking it out here, and reading the s for this particular Passion Flower product. Well, fear not about this Swanson Passion Flower Liquid Extract, because it checks off all the ""YES"" boxes: Works great and quickly, has no side or lingering effects, tastes nice, and is reasonably priced. That covers it, doesn't it? I just squirt a few droppers-full directly into my mouth at night, and down the hatch it goes. Easy to take. This is a very good product. Works for me.",5/5,6/3/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,Together Shopper,,Great product!,I really like the liquid form of this supplement. It's easier to use and I love that the Swanson brand has no alcohol or sugar. A lot of the other brands do and you can tell the difference in the benefit. I love this product and will always re order.,5/5,6/4/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,Aleece,,Better than valerian!,"I used to have diffculty sleeping until I learned about passion flower extract. I immediately looked into to the only source for my dietary supplement purchases, Swanson, and ordered one. I take the drops in the evening and now am a happy and sound sleeper. I had tried chamomile and valerian but to no avail.I bragged about it so much that my mom and my friends are using it.Thanks Swanson.",5/5,6/5/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,Beverly G.,,Passion flower tincture,You can put a few drops of Passion flower tincture under your tongue but it depends if the taste is too strong for you or not.  I put 3 pr 4 half droperfulls in a glass of water with a scoop of Now Stevie and drink it almost every evening.,5/5,6/6/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,scar,,Passion Flower Extract,Excellent natural product works quickly in promotingsleep,5/5,6/7/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,Rob,,Could be more potent,It helps but it doesn't last very long in your system,5/4,6/8/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,Marty,,Passion Flower (Paciflora Incarnata),"I researched how to aleviate the symptoms of withdrawals from Fentanyl a long acting opioid. I saw a man eating the fruit from the passion flower plant. I don't think I can have a plant in my 7th floor apartment. I live in snow country, so I don't know if it's even feasable to grow a plant now. So I ordered a couple of your passion flower products, and I must say that I am not suffering as much as I would have without the help of the passion flower.Thank you so much.",5/4,6/9/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,Walmart Customer,,,its cool,5/5,6/10/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,Anonymous,,,its cool,5/5,6/11/2024
Swanson Passion Flower Liquid Extract (Alcohol- and Sugar-Free) 1 fl oz Liquid,149207765,Bruce G,,,its cool,5/5,6/12/2024
Best Botanicals Passion Flower Cut 16 oz.,,,,,,/,6/13/2024
Productos El Colibri Pasiflora Passion Flower Extract 900mg per Serving,,,,,,/,6/14/2024
Swanson Chrysin Passion Flower Extract 30 Veggie Capsules,165063583,Wolfpack,,Very good product,Been taking this for about a month now with DAA. I am pleased with results as my muscle mass has increased. Not at phenomenal levels or anything but definitely a noticeable difference.,5/5,6/15/2024
Swanson Chrysin Passion Flower Extract 30 Veggie Capsules,165063583,supreme9,,Chryslen Passion Flower,This stuff is great! Chryslen Passion Flower can't be beat! I use it regularly. And so should you! Get with it!,5/5,6/16/2024
Swanson Chrysin Passion Flower Extract 30 Veggie Capsules,165063583,jmp2233,,Chrysin,I buy this for my son who uses it daily and will not be without it. Ordering and delivery are exceptional.,5/5,6/17/2024
Swanson Chrysin Passion Flower Extract 30 Veggie Capsules,165063583,Silgner,,It Works!,"I tried this a month ago and really liked the results, so will definitely buy it again.",5/5,6/18/2024
Swanson Chrysin Passion Flower Extract 30 Veggie Capsules,165063583,Ralphe,,Chrysin Works For Me!,I use it a part of supporting the health of my prostate.,5/5,6/19/2024
